"","crew_id","rank","position","division","sub_division","gender","name","duty_shift","shift_team","starfleet_gpa","perseverance_score","week","productivity"
"21",42013,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Alexandria Moore","Beta","Team 2",6.88,7.26,9,29.4276207621956
"22",42013,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Alexandria Moore","Beta","Team 2",6.88,7.26,10,29.9294237249651
"23",42013,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Alexandria Moore","Beta","Team 2",6.88,7.26,11,30.1421577463338
"24",42013,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Alexandria Moore","Beta","Team 2",6.88,7.26,12,29.533753811823
"25",42051,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Chelsea Lazo","Delta","Team 2",7.3,6.61,1,28.4444248188133
"26",42051,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Chelsea Lazo","Delta","Team 2",7.3,6.61,2,30.4340452412128
"27",42051,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Chelsea Lazo","Delta","Team 2",7.3,6.61,3,30.8302299973515
"28",42051,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Chelsea Lazo","Delta","Team 2",7.3,6.61,4,30.0568983966328
"29",42051,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Chelsea Lazo","Delta","Team 2",7.3,6.61,5,29.7677642772313
"30",42051,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Chelsea Lazo","Delta","Team 2",7.3,6.61,6,30.9785189480167
"31",42051,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Chelsea Lazo","Delta","Team 2",7.3,6.61,7,30.969048482306
"32",42051,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Chelsea Lazo","Delta","Team 2",7.3,6.61,8,30.9082604102095
"33",42051,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Chelsea Lazo","Delta","Team 2",7.3,6.61,9,32.1446012872167
"34",42051,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Chelsea Lazo","Delta","Team 2",7.3,6.61,10,31.386445003001
"35",42051,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Chelsea Lazo","Delta","Team 2",7.3,6.61,11,31.3519989257125
"36",42051,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Chelsea Lazo","Delta","Team 2",7.3,6.61,12,29.4038707772405
"37",42088,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Francesca Murphy","Delta","Team 2",7.62,4.66,1,27.8693389619469
"38",42088,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Francesca Murphy","Delta","Team 2",7.62,4.66,2,26.0285385595945
"39",42088,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Francesca Murphy","Delta","Team 2",7.62,4.66,3,28.670519307629
"40",42088,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Francesca Murphy","Delta","Team 2",7.62,4.66,4,26.865434332203
"41",42088,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Francesca Murphy","Delta","Team 2",7.62,4.66,5,28.3590562492777
"42",42088,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Francesca Murphy","Delta","Team 2",7.62,4.66,6,28.734107287763
"43",42088,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Francesca Murphy","Delta","Team 2",7.62,4.66,7,27.488580364759
"44",42088,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Francesca Murphy","Delta","Team 2",7.62,4.66,8,26.5516149657026
"45",42088,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Francesca Murphy","Delta","Team 2",7.62,4.66,9,25.629348228926
"46",42088,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Francesca Murphy","Delta","Team 2",7.62,4.66,10,25.9425980074671
"47",42088,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Francesca Murphy","Delta","Team 2",7.62,4.66,11,26.4377838346894
"48",42088,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Francesca Murphy","Delta","Team 2",7.62,4.66,12,28.7710713136692
"49",42093,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Gillian Munguia-Gaschani","Beta","Team 2",9.32,7.33,1,36.8230725677146
"50",42093,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Gillian Munguia-Gaschani","Beta","Team 2",9.32,7.33,2,37.7002361672906
"51",42093,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Gillian Munguia-Gaschani","Beta","Team 2",9.32,7.33,3,36.1605756451382
"52",42093,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Gillian Munguia-Gaschani","Beta","Team 2",9.32,7.33,4,37.1188886890699
"53",42093,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Gillian Munguia-Gaschani","Beta","Team 2",9.32,7.33,5,37.942213080355
"54",42093,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Gillian Munguia-Gaschani","Beta","Team 2",9.32,7.33,6,37.3061697398918
"55",42093,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Gillian Munguia-Gaschani","Beta","Team 2",9.32,7.33,7,36.6847024878045
"56",42093,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Gillian Munguia-Gaschani","Beta","Team 2",9.32,7.33,8,37.7991799177659
"57",42093,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Gillian Munguia-Gaschani","Beta","Team 2",9.32,7.33,9,39.239352651039
"58",42093,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Gillian Munguia-Gaschani","Beta","Team 2",9.32,7.33,10,40.014937206017
"59",42093,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Gillian Munguia-Gaschani","Beta","Team 2",9.32,7.33,11,37.2819493920583
"60",42093,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Gillian Munguia-Gaschani","Beta","Team 2",9.32,7.33,12,38.8032054750216
"61",42152,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lauren Cordova","Beta","Team 2",8.85,6.03,1,30.3085574039348
"62",42152,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lauren Cordova","Beta","Team 2",8.85,6.03,2,31.0015275390238
"63",42152,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lauren Cordova","Beta","Team 2",8.85,6.03,3,29.5552383617883
"64",42152,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lauren Cordova","Beta","Team 2",8.85,6.03,4,28.8446336911451
"65",42152,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lauren Cordova","Beta","Team 2",8.85,6.03,5,27.2401896476114
"66",42152,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lauren Cordova","Beta","Team 2",8.85,6.03,6,24.9838440884414
"67",42152,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lauren Cordova","Beta","Team 2",8.85,6.03,7,25.4923952592562
"68",42152,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lauren Cordova","Beta","Team 2",8.85,6.03,8,25.4305901446612
"69",42152,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lauren Cordova","Beta","Team 2",8.85,6.03,9,22.2211474034574
"70",42152,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lauren Cordova","Beta","Team 2",8.85,6.03,10,23.4383472214234
"71",42152,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lauren Cordova","Beta","Team 2",8.85,6.03,11,20.4149111289293
"72",42152,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lauren Cordova","Beta","Team 2",8.85,6.03,12,22.191197894895
"73",42158,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lillian Martinelli","Gamma","Team 2",9.13,7.67,1,28.9664596615511
"74",42158,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lillian Martinelli","Gamma","Team 2",9.13,7.67,2,26.9503508661129
"75",42158,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lillian Martinelli","Gamma","Team 2",9.13,7.67,3,27.5976544786755
"76",42158,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lillian Martinelli","Gamma","Team 2",9.13,7.67,4,27.6347007628713
"77",42158,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lillian Martinelli","Gamma","Team 2",9.13,7.67,5,26.3651945484004
"78",42158,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lillian Martinelli","Gamma","Team 2",9.13,7.67,6,26.805415182726
"79",42158,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lillian Martinelli","Gamma","Team 2",9.13,7.67,7,26.4600185737728
"80",42158,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lillian Martinelli","Gamma","Team 2",9.13,7.67,8,23.8137555618355
"81",42158,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lillian Martinelli","Gamma","Team 2",9.13,7.67,9,26.8547067739354
"82",42158,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lillian Martinelli","Gamma","Team 2",9.13,7.67,10,26.6862784958077
"83",42158,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lillian Martinelli","Gamma","Team 2",9.13,7.67,11,24.2644921627933
"84",42158,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Lillian Martinelli","Gamma","Team 2",9.13,7.67,12,25.5619675067139
"85",42165,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Manezeh Upadhyay","Delta","Team 2",6.67,5.75,1,27.3860881866961
"86",42165,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Manezeh Upadhyay","Delta","Team 2",6.67,5.75,2,29.6828712922116
"87",42165,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Manezeh Upadhyay","Delta","Team 2",6.67,5.75,3,32.4185759926942
"88",42165,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Manezeh Upadhyay","Delta","Team 2",6.67,5.75,4,33.2882975588317
"89",42165,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Manezeh Upadhyay","Delta","Team 2",6.67,5.75,5,31.3251421812557
"90",42165,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Manezeh Upadhyay","Delta","Team 2",6.67,5.75,6,32.5028027062595
"91",42165,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Manezeh Upadhyay","Delta","Team 2",6.67,5.75,7,34.998626621117
"92",42165,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Manezeh Upadhyay","Delta","Team 2",6.67,5.75,8,35.4284114289431
"93",42165,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Manezeh Upadhyay","Delta","Team 2",6.67,5.75,9,36.7700445707191
"94",42165,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Manezeh Upadhyay","Delta","Team 2",6.67,5.75,10,37.6083954561404
"95",42165,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Manezeh Upadhyay","Delta","Team 2",6.67,5.75,11,36.4149206977929
"96",42165,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Feminine","Manezeh Upadhyay","Delta","Team 2",6.67,5.75,12,39.8643000610335
"97",42015,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Andrew Lopez","Alpha","Team 2",6.97,8.75,1,34.3826210963968
"98",42015,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Andrew Lopez","Alpha","Team 2",6.97,8.75,2,35.9880395289705
"99",42015,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Andrew Lopez","Alpha","Team 2",6.97,8.75,3,37.4339740374818
"100",42015,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Andrew Lopez","Alpha","Team 2",6.97,8.75,4,36.6489317247352
"101",42015,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Andrew Lopez","Alpha","Team 2",6.97,8.75,5,37.5027554047435
"102",42015,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Andrew Lopez","Alpha","Team 2",6.97,8.75,6,39.0232252594472
"103",42015,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Andrew Lopez","Alpha","Team 2",6.97,8.75,7,38.8892237908871
"104",42015,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Andrew Lopez","Alpha","Team 2",6.97,8.75,8,38.577526580328
"105",42015,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Andrew Lopez","Alpha","Team 2",6.97,8.75,9,38.8003541595107
"106",42015,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Andrew Lopez","Alpha","Team 2",6.97,8.75,10,38.650822867592
"107",42015,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Andrew Lopez","Alpha","Team 2",6.97,8.75,11,39.3358000991004
"108",42015,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Andrew Lopez","Alpha","Team 2",6.97,8.75,12,39.0575498589266
"109",42066,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Dashawn Root","Delta","Team 2",8.41,5.95,1,37.136583437005
"110",42066,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Dashawn Root","Delta","Team 2",8.41,5.95,2,36.8254001665454
"111",42066,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Dashawn Root","Delta","Team 2",8.41,5.95,3,36.392255417003
"112",42066,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Dashawn Root","Delta","Team 2",8.41,5.95,4,35.5623424094127
"113",42066,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Dashawn Root","Delta","Team 2",8.41,5.95,5,35.6121392450423
"114",42066,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Dashawn Root","Delta","Team 2",8.41,5.95,6,34.9616185862165
"115",42066,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Dashawn Root","Delta","Team 2",8.41,5.95,7,35.0262432143675
"116",42066,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Dashawn Root","Delta","Team 2",8.41,5.95,8,34.5188295554366
"117",42066,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Dashawn Root","Delta","Team 2",8.41,5.95,9,34.6307300271493
"118",42066,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Dashawn Root","Delta","Team 2",8.41,5.95,10,33.3830297175568
"119",42066,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Dashawn Root","Delta","Team 2",8.41,5.95,11,34.1442323422938
"120",42066,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Dashawn Root","Delta","Team 2",8.41,5.95,12,30.2181104801954
"121",42086,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Fernando Salazar","Alpha","Team 2",7.5,7.77,1,36.815902120144
"122",42086,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Fernando Salazar","Alpha","Team 2",7.5,7.77,2,39.3711935035206
"123",42086,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Fernando Salazar","Alpha","Team 2",7.5,7.77,3,38.5624809393638
"124",42086,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Fernando Salazar","Alpha","Team 2",7.5,7.77,4,40.0312170616386
"125",42086,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Fernando Salazar","Alpha","Team 2",7.5,7.77,5,41.463790776381
"126",42086,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Fernando Salazar","Alpha","Team 2",7.5,7.77,6,41.4263316288232
"127",42086,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Fernando Salazar","Alpha","Team 2",7.5,7.77,7,42.3944467736901
"128",42086,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Fernando Salazar","Alpha","Team 2",7.5,7.77,8,42.0818439320831
"129",42086,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Fernando Salazar","Alpha","Team 2",7.5,7.77,9,44.8234288677148
"130",42086,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Fernando Salazar","Alpha","Team 2",7.5,7.77,10,44.634554479922
"131",42086,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Fernando Salazar","Alpha","Team 2",7.5,7.77,11,44.9521233121866
"132",42086,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Fernando Salazar","Alpha","Team 2",7.5,7.77,12,45.5599641292798
"133",42117,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Jeffrey Stefo","Alpha","Team 2",6.37,6.48,1,38.8924992942381
"134",42117,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Jeffrey Stefo","Alpha","Team 2",6.37,6.48,2,37.7854896039991
"135",42117,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Jeffrey Stefo","Alpha","Team 2",6.37,6.48,3,35.2519055335757
"136",42117,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Jeffrey Stefo","Alpha","Team 2",6.37,6.48,4,36.0363567248792
"137",42117,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Jeffrey Stefo","Alpha","Team 2",6.37,6.48,5,33.3374867041669
"138",42117,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Jeffrey Stefo","Alpha","Team 2",6.37,6.48,6,31.4959461590941
"139",42117,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Jeffrey Stefo","Alpha","Team 2",6.37,6.48,7,33.1060609540423
"140",42117,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Jeffrey Stefo","Alpha","Team 2",6.37,6.48,8,28.270343373859
"141",42117,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Jeffrey Stefo","Alpha","Team 2",6.37,6.48,9,27.385095969932
"142",42117,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Jeffrey Stefo","Alpha","Team 2",6.37,6.48,10,24.2365328162609
"143",42117,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Jeffrey Stefo","Alpha","Team 2",6.37,6.48,11,23.8871804701087
"144",42117,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Jeffrey Stefo","Alpha","Team 2",6.37,6.48,12,24.876156749943
"145",42164,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Mamdooh el-Wahab","Alpha","Team 2",7.47,7.97,1,39.6091416308149
"146",42164,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Mamdooh el-Wahab","Alpha","Team 2",7.47,7.97,2,39.774012027478
"147",42164,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Mamdooh el-Wahab","Alpha","Team 2",7.47,7.97,3,39.8919688430967
"148",42164,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Mamdooh el-Wahab","Alpha","Team 2",7.47,7.97,4,40.6109335042091
"149",42164,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Mamdooh el-Wahab","Alpha","Team 2",7.47,7.97,5,38.8371158539234
"150",42164,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Mamdooh el-Wahab","Alpha","Team 2",7.47,7.97,6,40.3297952780693
"151",42164,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Mamdooh el-Wahab","Alpha","Team 2",7.47,7.97,7,38.6263011556448
"152",42164,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Mamdooh el-Wahab","Alpha","Team 2",7.47,7.97,8,36.6141478928629
"153",42164,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Mamdooh el-Wahab","Alpha","Team 2",7.47,7.97,9,38.273960113914
"154",42164,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Mamdooh el-Wahab","Alpha","Team 2",7.47,7.97,10,37.3193484613421
"155",42164,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Mamdooh el-Wahab","Alpha","Team 2",7.47,7.97,11,38.8779814119059
"156",42164,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Mamdooh el-Wahab","Alpha","Team 2",7.47,7.97,12,38.0664198185027
"157",42200,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Raihaan al-Abdoo","Delta","Team 2",9.86,5.99,1,38.7127143944048
"158",42200,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Raihaan al-Abdoo","Delta","Team 2",9.86,5.99,2,37.8916020498741
"159",42200,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Raihaan al-Abdoo","Delta","Team 2",9.86,5.99,3,38.0902618008399
"160",42200,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Raihaan al-Abdoo","Delta","Team 2",9.86,5.99,4,36.64341956121
"161",42200,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Raihaan al-Abdoo","Delta","Team 2",9.86,5.99,5,36.0271485287451
"162",42200,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Raihaan al-Abdoo","Delta","Team 2",9.86,5.99,6,36.6470017140695
"163",42200,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Raihaan al-Abdoo","Delta","Team 2",9.86,5.99,7,33.9399704517984
"164",42200,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Raihaan al-Abdoo","Delta","Team 2",9.86,5.99,8,36.9489851367771
"165",42200,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Raihaan al-Abdoo","Delta","Team 2",9.86,5.99,9,33.2201023116548
"166",42200,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Raihaan al-Abdoo","Delta","Team 2",9.86,5.99,10,35.0321563710356
"167",42200,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Raihaan al-Abdoo","Delta","Team 2",9.86,5.99,11,31.8760557130223
"168",42200,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Raihaan al-Abdoo","Delta","Team 2",9.86,5.99,12,31.7698335763468
"169",42220,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Sultan al-Nassif","Delta","Team 2",8.19,6.87,1,33.6583461202015
"170",42220,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Sultan al-Nassif","Delta","Team 2",8.19,6.87,2,30.7185642322182
"171",42220,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Sultan al-Nassif","Delta","Team 2",8.19,6.87,3,33.6586862522784
"172",42220,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Sultan al-Nassif","Delta","Team 2",8.19,6.87,4,32.2631203867346
"173",42220,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Sultan al-Nassif","Delta","Team 2",8.19,6.87,5,31.5600865254403
"174",42220,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Sultan al-Nassif","Delta","Team 2",8.19,6.87,6,32.8526192093044
"175",42220,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Sultan al-Nassif","Delta","Team 2",8.19,6.87,7,31.6596536705272
"176",42220,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Sultan al-Nassif","Delta","Team 2",8.19,6.87,8,33.4701263985452
"177",42220,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Sultan al-Nassif","Delta","Team 2",8.19,6.87,9,33.264000833893
"178",42220,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Sultan al-Nassif","Delta","Team 2",8.19,6.87,10,34.9137784858559
"179",42220,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Sultan al-Nassif","Delta","Team 2",8.19,6.87,11,33.3086196918451
"180",42220,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Sultan al-Nassif","Delta","Team 2",8.19,6.87,12,34.4651083392487
"181",42245,"Chief Petty Officer","Enigneering Technician","Operations","Engineering","Masculine","Xavier Boulier","Beta","Team 2",9.08,7.13,1,34.806326261503
